GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Not Hispanic or Latino:,Margin of Error; Not Hispanic or Latino:,Estimate; Not Hispanic or Latino: - White alone,Margin of Error; Not Hispanic or Latino: - White alone,Estimate; Not Hispanic or Latino: - Black or African American alone,Margin of Error; Not Hispanic or Latino: - Black or African American alone,Estimate; Not Hispanic or Latino: - American Indian and Alaska Native alone,Margin of Error; Not Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Not Hispanic or Latino: - Asian alone,Margin of Error; Not Hispanic or Latino: - Asian alone,Estimate; Not Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Not Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Estimate; Not Hispanic or Latino: - Some other race alone,Margin of Error; Not Hispanic or Latino: - Some other race alone,Estimate; Not Hispanic or Latino: - Two or more races:,Margin of Error; Not Hispanic or Latino: - Two or more races:,Estimate; Not Hispanic or Latino: - Two or more races: - Two races including Some other race,Margin of Error; Not Hispanic or Latino: - Two or more races: - Two races including Some other race,"Estimate; Not Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Not Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races",Estimate; Hispanic or Latino:,Margin of Error; Hispanic or Latino:,Estimate; Hispanic or Latino: - White alone,Margin of Error; Hispanic or Latino: - White alone,Estimate; Hispanic or Latino: - Black or African American alone,Margin of Error; Hispanic or Latino: - Black or African American alone,Estimate; Hispanic or Latino: - American Indian and Alaska Native alone,Margin of Error; Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Hispanic or Latino: - Asian alone,Margin of Error; Hispanic or Latino: - Asian alone,Estimate; Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Estimate; Hispanic or Latino: - Some other race alone,Margin of Error; Hispanic or Latino: - Some other race alone,Estimate; Hispanic or Latino: - Two or more races:,Margin of Error; Hispanic or Latino: - Two or more races:,Estimate; Hispanic or Latino: - Two or more races: - Two races including Some other race,Margin of Error; Hispanic or Latino: - Two or more races: - Two races including Some other race,"Estimate; Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races"
1400000US55079014600,55079014600,"Census Tract 146, Milwaukee County, Wisconsin",3720,276,3494,289,2518,306,557,129,26,33,241,82,0,9,0,9,152,75,56,61,96,51,226,58,158,48,0,9,7,13,9,14,0,9,37,28,15,21,7,13,8,16
1400000US55079014700,55079014700,"Census Tract 147, Milwaukee County, Wisconsin",3151,285,2852,271,2042,290,530,153,0,9,227,103,0,9,0,9,53,41,0,9,53,41,299,124,202,105,0,9,0,9,0,9,0,9,78,75,19,22,11,17,8,14
1400000US55079014800,55079014800,"Census Tract 148, Milwaukee County, Wisconsin",2077,385,1828,360,918,302,634,158,35,49,140,106,0,9,0,9,101,97,66,94,35,28,249,154,41,33,10,19,0,9,0,9,0,9,198,154,0,9,0,9,0,9
1400000US55079014900,55079014900,"Census Tract 149, Milwaukee County, Wisconsin",1440,226,1195,234,440,103,681,191,0,9,21,30,0,9,0,9,53,56,0,9,53,56,245,116,161,97,9,14,0,9,0,9,0,9,75,62,0,9,0,9,0,9
1400000US55079015700,55079015700,"Census Tract 157, Milwaukee County, Wisconsin",2892,391,667,210,368,151,234,138,29,35,0,9,0,9,0,9,36,33,0,9,36,33,2225,349,588,302,15,23,0,9,0,9,0,9,1488,370,134,108,124,108,10,10
1400000US55079015800,55079015800,"Census Tract 158, Milwaukee County, Wisconsin",2591,278,839,246,327,87,351,173,12,13,126,152,0,9,23,39,0,9,0,9,0,9,1752,272,505,193,8,13,0,9,0,9,0,9,1203,303,36,46,10,14,26,42
1400000US55079015900,55079015900,"Census Tract 159, Milwaukee County, Wisconsin",3609,486,1159,331,559,183,490,291,90,106,0,9,0,9,10,15,10,16,0,9,10,16,2450,480,1234,355,53,55,18,29,0,9,0,9,1043,437,102,103,27,46,75,91
1400000US55079016000,55079016000,"Census Tract 160, Milwaukee County, Wisconsin",3289,439,1376,362,500,163,477,326,0,9,266,300,0,9,0,9,133,104,0,9,133,104,1913,396,894,361,0,9,0,9,0,9,0,9,912,467,107,118,6,11,101,117
1400000US55079016100,55079016100,"Census Tract 161, Milwaukee County, Wisconsin",3624,298,948,176,750,183,102,95,64,54,0,9,0,9,0,9,32,39,0,9,32,39,2676,367,1549,383,0,9,11,18,0,9,0,9,1012,366,104,112,104,112,0,9
1400000US55079016200,55079016200,"Census Tract 162, Milwaukee County, Wisconsin",3181,323,1010,236,687,215,144,170,84,93,84,112,0,9,0,9,11,17,0,9,11,17,2171,340,1367,383,4,8,0,9,0,9,0,9,732,292,68,86,0,9,68,86
1400000US55079016300,55079016300,"Census Tract 163, Milwaukee County, Wisconsin",4457,525,753,250,485,193,238,150,12,18,2,5,0,9,0,9,16,29,0,9,16,29,3704,571,853,331,24,29,0,9,0,9,0,9,2805,589,22,35,22,35,0,9
1400000US55079016400,55079016400,"Census Tract 164, Milwaukee County, Wisconsin",4381,445,959,260,345,166,488,204,16,17,43,69,0,9,60,76,7,10,0,9,7,10,3422,464,708,312,22,31,40,45,0,9,0,9,2569,482,83,86,73,84,10,16
1400000US55079016500,55079016500,"Census Tract 165, Milwaukee County, Wisconsin",2131,252,520,134,409,138,81,46,13,21,0,9,0,9,0,9,17,25,0,9,17,25,1611,231,551,209,0,9,12,36,0,9,0,9,1017,260,31,38,7,12,24,36
1400000US55079016600,55079016600,"Census Tract 166, Milwaukee County, Wisconsin",1879,288,921,218,404,100,431,218,22,17,18,21,0,9,0,9,46,31,0,9,46,31,958,211,279,107,24,21,0,9,0,9,0,9,650,236,5,7,0,9,5,7
1400000US55079016700,55079016700,"Census Tract 167, Milwaukee County, Wisconsin",3527,412,915,260,263,105,538,263,58,92,56,67,0,9,0,9,0,9,0,9,0,9,2612,408,997,426,23,37,2,15,0,9,0,9,1533,468,57,89,57,89,0,9
1400000US55079016800,55079016800,"Census Tract 168, Milwaukee County, Wisconsin",3355,434,777,301,236,101,443,285,3,6,89,130,0,9,0,9,6,10,0,9,6,10,2578,322,665,247,11,12,0,9,0,9,0,9,1823,337,79,54,3,6,76,54
1400000US55079016900,55079016900,"Census Tract 169, Milwaukee County, Wisconsin",3668,510,750,256,557,235,79,61,94,47,0,9,0,9,0,9,20,25,0,9,20,25,2918,515,1168,619,28,44,0,9,0,9,0,9,1507,576,215,218,148,186,67,111
1400000US55079017000,55079017000,"Census Tract 170, Milwaukee County, Wisconsin",5958,589,2059,412,1342,330,392,402,136,149,49,54,0,12,0,12,140,103,0,12,140,103,3899,574,1294,432,0,12,109,95,0,12,0,12,2387,644,109,90,29,36,80,88
1400000US55079017100,55079017100,"Census Tract 171, Milwaukee County, Wisconsin",2897,246,670,159,403,84,16,21,22,21,211,150,0,9,0,9,18,22,0,9,18,22,2227,236,1211,273,0,9,0,9,0,9,0,9,934,290,82,61,74,58,8,9
1400000US55079017200,55079017200,"Census Tract 172, Milwaukee County, Wisconsin",2945,229,662,164,501,131,69,94,0,9,82,71,0,9,0,9,10,17,0,9,10,17,2283,251,1346,336,76,89,12,24,0,9,0,9,748,246,101,81,63,55,38,58
1400000US55079017300,55079017300,"Census Tract 173, Milwaukee County, Wisconsin",4087,476,784,213,417,153,316,257,2,13,6,11,6,10,0,9,37,42,0,9,37,42,3303,451,1984,510,2,8,0,9,10,17,21,34,1048,397,238,196,118,139,120,142
1400000US55079017400,55079017400,"Census Tract 174, Milwaukee County, Wisconsin",3169,342,783,151,353,120,188,92,0,9,149,115,0,9,0,9,93,57,0,9,93,57,2386,324,1531,406,28,41,0,9,12,18,0,9,772,292,43,41,21,30,22,25
1400000US55079017500,55079017500,"Census Tract 175, Milwaukee County, Wisconsin",3993,525,1187,447,325,122,482,329,22,36,155,187,0,9,0,9,203,256,0,9,203,256,2806,410,1623,418,337,237,45,57,0,9,0,9,641,309,160,146,30,35,130,144
1400000US55079017600,55079017600,"Census Tract 176, Milwaukee County, Wisconsin",2666,338,759,215,421,175,137,68,71,46,60,55,0,9,0,9,70,79,0,9,70,79,1907,340,1044,308,0,9,21,32,0,9,0,9,766,252,76,61,37,39,39,48
1400000US55079017900,55079017900,"Census Tract 179, Milwaukee County, Wisconsin",2885,217,2482,195,2237,205,55,35,51,75,50,42,0,9,0,9,89,55,0,9,89,55,403,144,260,124,54,79,17,28,0,9,0,9,72,80,0,9,0,9,0,9
1400000US55079018000,55079018000,"Census Tract 180, Milwaukee County, Wisconsin",2877,207,2377,243,2208,266,44,47,24,32,52,44,0,9,18,16,31,32,0,9,31,32,500,258,319,214,0,9,0,9,49,68,0,9,132,101,0,9,0,9,0,9
1400000US55079018100,55079018100,"Census Tract 181, Milwaukee County, Wisconsin",1663,114,1605,121,1476,120,7,10,10,11,32,37,0,9,0,9,80,60,0,9,80,60,58,67,58,67,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
1400000US55079018200,55079018200,"Census Tract 182, Milwaukee County, Wisconsin",1696,94,1614,105,1571,102,6,9,0,9,37,38,0,9,0,9,0,9,0,9,0,9,82,53,77,52,0,9,0,9,0,9,0,9,5,7,0,9,0,9,0,9
1400000US55079018300,55079018300,"Census Tract 183, Milwaukee County, Wisconsin",2434,269,2171,248,1933,210,52,45,25,23,0,9,0,9,0,9,161,138,0,9,161,138,263,150,246,152,0,9,0,9,0,9,0,9,17,27,0,9,0,9,0,9
1400000US55079018400,55079018400,"Census Tract 184, Milwaukee County, Wisconsin",1471,113,1312,141,1264,139,0,9,0,9,21,31,0,9,0,9,27,18,0,9,27,18,159,115,78,90,0,9,0,9,0,9,0,9,69,81,12,18,0,9,12,18
1400000US55079018500,55079018500,"Census Tract 185, Milwaukee County, Wisconsin",2013,185,1449,144,1323,115,14,19,22,22,7,7,0,9,77,119,6,11,0,9,6,11,564,171,373,209,0,9,0,9,0,9,0,9,191,96,0,9,0,9,0,9
1400000US55079018600,55079018600,"Census Tract 186, Milwaukee County, Wisconsin",2754,283,852,184,577,124,131,98,0,9,60,93,0,9,0,9,84,71,0,9,84,71,1902,231,1040,276,29,46,47,55,0,9,0,9,691,278,95,67,23,17,72,67
1400000US55079018700,55079018700,"Census Tract 187, Milwaukee County, Wisconsin",3735,490,1381,273,960,166,190,127,0,9,68,107,0,9,21,38,142,148,0,9,142,148,2354,540,1712,584,8,13,0,9,0,9,0,9,514,263,120,109,0,9,120,109
1400000US55079018800,55079018800,"Census Tract 188, Milwaukee County, Wisconsin",2178,237,446,141,285,73,133,113,0,9,0,9,0,9,0,9,28,38,0,9,28,38,1732,245,1460,243,0,9,9,14,0,9,0,9,263,193,0,9,0,9,0,9
1400000US55079018900,55079018900,"Census Tract 189, Milwaukee County, Wisconsin",1983,307,650,112,622,96,5,8,0,9,0,9,0,9,0,9,23,38,0,9,23,38,1333,292,1258,302,6,9,8,11,0,9,0,9,40,41,21,22,10,16,11,16
1400000US55079019000,55079019000,"Census Tract 190, Milwaukee County, Wisconsin",4761,377,3559,338,3041,320,196,132,9,13,44,39,0,9,0,9,269,257,0,9,269,257,1202,401,845,343,14,22,0,9,0,9,0,9,297,228,46,47,31,46,15,21
1400000US55079019100,55079019100,"Census Tract 191, Milwaukee County, Wisconsin",3822,337,2640,275,2211,258,240,140,0,9,110,123,0,9,6,10,73,81,0,9,73,81,1182,276,723,201,111,137,11,19,0,9,27,44,221,177,89,93,0,9,89,93
1400000US55079019200,55079019200,"Census Tract 192, Milwaukee County, Wisconsin",3143,240,2336,288,2083,292,83,65,13,22,37,38,0,9,19,21,101,83,0,9,101,83,807,278,488,232,78,100,29,37,0,9,0,9,167,128,45,47,45,47,0,9
1400000US55079019300,55079019300,"Census Tract 193, Milwaukee County, Wisconsin",2723,165,2403,163,2243,215,72,89,5,10,13,18,0,9,0,9,70,55,0,9,70,55,320,86,284,66,0,9,0,9,0,9,0,9,23,39,13,21,13,21,0,9
1400000US55079019400,55079019400,"Census Tract 194, Milwaukee County, Wisconsin",4036,218,3503,209,3196,226,141,97,15,16,64,93,0,9,35,49,52,50,0,9,52,50,533,151,329,190,0,9,0,9,0,9,0,9,112,64,92,59,23,33,69,62
1400000US55079019500,55079019500,"Census Tract 195, Milwaukee County, Wisconsin",3520,224,3105,211,2920,254,1,2,10,16,36,43,0,9,0,9,138,132,0,9,138,132,415,118,276,109,13,20,0,9,0,9,0,9,68,77,58,56,32,48,26,38
1400000US55079019600,55079019600,"Census Tract 196, Milwaukee County, Wisconsin",3492,228,3150,215,2870,212,166,137,0,9,34,30,0,9,0,9,80,65,0,9,80,65,342,86,192,78,0,9,7,11,34,48,0,9,34,39,75,66,75,66,0,9
1400000US55079019700,55079019700,"Census Tract 197, Milwaukee County, Wisconsin",5505,596,4510,436,4250,416,28,34,49,42,183,157,0,12,0,12,0,12,0,12,0,12,995,384,651,399,0,12,18,28,0,12,0,12,190,180,136,122,79,81,57,66
1400000US55079019800,55079019800,"Census Tract 198, Milwaukee County, Wisconsin",5707,325,4208,544,3459,457,327,240,0,12,80,121,0,12,0,12,342,207,0,12,342,207,1499,510,1046,465,0,12,0,12,0,12,0,12,237,230,216,201,121,151,95,78
1400000US55079019900,55079019900,"Census Tract 199, Milwaukee County, Wisconsin",4009,293,3040,298,2533,371,252,203,44,44,124,100,0,9,0,9,87,67,0,9,87,67,969,303,691,297,0,9,0,9,0,9,0,9,165,193,113,160,0,9,113,160
1400000US55079020000,55079020000,"Census Tract 200, Milwaukee County, Wisconsin",3493,324,2414,267,1631,266,466,272,49,42,184,144,0,9,0,9,84,77,0,9,84,77,1079,307,864,279,12,21,0,9,0,9,23,29,180,213,0,9,0,9,0,9
1400000US55079020100,55079020100,"Census Tract 201, Milwaukee County, Wisconsin",3785,433,2013,277,1579,258,341,140,24,38,20,30,0,9,0,9,49,39,11,16,38,34,1772,322,1614,330,0,9,10,17,0,9,0,9,102,81,46,40,23,30,23,25
1400000US55079020200,55079020200,"Census Tract 202, Milwaukee County, Wisconsin",3535,287,2378,330,1746,240,81,83,7,12,515,286,0,9,0,9,29,69,17,41,12,44,1157,282,1052,284,8,13,0,9,0,9,0,9,74,73,23,29,0,9,23,29
1400000US55079020300,55079020300,"Census Tract 203, Milwaukee County, Wisconsin",4160,306,2187,178,1887,249,54,72,0,9,200,239,0,9,0,9,46,44,0,9,46,44,1973,295,1631,358,15,25,0,9,0,9,0,9,327,238,0,9,0,9,0,9
1400000US55079020400,55079020400,"Census Tract 204, Milwaukee County, Wisconsin",3531,266,1213,227,819,189,114,114,0,9,189,119,0,9,26,46,65,54,0,9,65,54,2318,234,1341,329,6,10,5,8,0,9,0,9,939,302,27,29,27,29,0,9
1400000US55079020500,55079020500,"Census Tract 205, Milwaukee County, Wisconsin",3079,304,1021,168,810,142,2,4,28,23,112,122,0,9,0,9,69,43,17,23,52,37,2058,306,1522,304,15,22,0,9,0,9,0,9,486,195,35,46,3,5,32,46
1400000US55079020600,55079020600,"Census Tract 206, Milwaukee County, Wisconsin",3695,270,3151,244,2864,232,20,25,55,64,43,45,0,9,12,17,157,70,19,30,138,76,544,144,365,167,0,9,29,51,0,9,0,9,66,73,84,96,16,23,68,92
1400000US55079020700,55079020700,"Census Tract 207, Milwaukee County, Wisconsin",4321,279,3817,199,3614,197,73,99,17,21,56,69,0,9,0,9,57,56,26,39,31,37,504,211,266,111,36,54,0,9,0,9,0,9,88,77,114,181,0,9,114,181
1400000US55079020800,55079020800,"Census Tract 208, Milwaukee County, Wisconsin",3329,198,3084,222,2834,213,29,31,16,19,84,64,0,9,26,42,95,79,0,9,95,79,245,220,47,38,0,9,0,9,0,9,0,9,25,26,173,215,167,215,6,9
1400000US55079020900,55079020900,"Census Tract 209, Milwaukee County, Wisconsin",2836,178,2368,137,2160,154,33,32,14,18,19,32,0,9,0,9,142,112,0,9,142,112,468,146,337,121,27,43,0,9,0,9,0,9,104,142,0,9,0,9,0,9
1400000US55079021000,55079021000,"Census Tract 210, Milwaukee County, Wisconsin",2293,139,1904,107,1714,135,75,55,26,40,41,47,0,9,0,9,48,35,0,9,48,35,389,100,284,104,0,9,0,9,0,9,0,9,59,44,46,30,27,24,19,20
1400000US55079021100,55079021100,"Census Tract 211, Milwaukee County, Wisconsin",1405,125,1189,145,1107,141,5,9,7,8,0,9,16,17,0,9,54,41,0,9,54,41,216,106,113,75,0,9,0,9,0,9,8,12,95,68,0,9,0,9,0,9
1400000US55079021200,55079021200,"Census Tract 212, Milwaukee County, Wisconsin",2346,192,1923,178,1708,212,55,59,10,15,93,88,0,9,0,9,57,39,0,9,57,39,423,103,352,116,0,9,0,9,0,9,0,9,71,60,0,9,0,9,0,9
1400000US55079021300,55079021300,"Census Tract 213, Milwaukee County, Wisconsin",1699,110,1362,112,993,137,278,152,7,13,15,25,0,9,0,9,69,76,37,45,32,65,337,147,265,141,6,11,0,9,0,9,0,9,61,50,5,7,5,7,0,9
1400000US55079021400,55079021400,"Census Tract 214, Milwaukee County, Wisconsin",3646,318,2423,317,1583,308,541,275,15,16,171,161,0,9,0,9,113,117,0,9,113,117,1223,270,737,296,21,38,0,9,0,9,0,9,235,153,230,201,169,163,61,86
1400000US55079021500,55079021500,"Census Tract 215, Milwaukee County, Wisconsin",3037,187,2675,166,2283,240,92,83,23,30,179,167,0,9,0,9,98,117,0,9,98,117,362,97,281,63,0,9,0,9,0,9,0,9,52,91,29,55,0,9,29,55
1400000US55079021600,55079021600,"Census Tract 216, Milwaukee County, Wisconsin",4933,325,3801,299,3198,346,15,18,0,9,407,240,0,9,0,9,181,141,0,9,181,141,1132,389,832,354,0,9,0,9,0,9,0,9,198,216,102,90,75,80,27,42
1400000US55079021700,55079021700,"Census Tract 217, Milwaukee County, Wisconsin",6473,412,5216,458,4724,539,118,117,0,12,187,153,0,12,0,12,187,169,0,12,187,169,1257,364,1059,295,0,12,0,12,0,12,0,12,125,139,73,83,61,66,12,41
1400000US55079021800,55079021800,"Census Tract 218, Milwaukee County, Wisconsin",2506,200,1932,177,1479,197,190,140,44,67,113,129,0,9,0,9,106,69,0,9,106,69,574,168,478,198,20,29,0,9,0,9,0,9,50,38,26,35,0,9,26,35
1400000US55079030100,55079030100,"Census Tract 301, Milwaukee County, Wisconsin",4364,102,4233,138,3570,237,108,81,15,17,356,173,8,13,0,9,176,124,11,17,165,127,131,89,85,63,9,14,0,9,0,9,0,9,12,19,25,40,25,40,0,9
1400000US55079035100,55079035100,"Census Tract 351, Milwaukee County, Wisconsin",2290,92,2277,91,2155,113,7,11,0,9,61,54,0,9,7,10,47,36,0,9,47,36,13,14,13,14,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
1400000US55079035200,55079035200,"Census Tract 352, Milwaukee County, Wisconsin",4416,91,4298,103,3789,175,245,135,0,9,183,126,0,9,0,9,81,60,0,9,81,60,118,62,102,58,0,9,5,8,0,9,0,9,0,9,11,16,0,9,11,16
1400000US55079040100,55079040100,"Census Tract 401, Milwaukee County, Wisconsin",1558,98,1524,101,1242,104,96,88,13,12,120,72,0,9,0,9,53,37,0,9,53,37,34,22,20,15,8,10,0,9,0,9,0,9,0,9,6,10,6,10,0,9
1400000US55079050101,55079050101,"Census Tract 501.01, Milwaukee County, Wisconsin",5874,349,5574,370,3757,335,1274,308,1,2,388,109,0,12,13,21,141,127,0,12,141,127,300,260,85,93,30,51,0,12,0,12,0,12,35,42,150,231,149,231,1,2
1400000US55079050102,55079050102,"Census Tract 501.02, Milwaukee County, Wisconsin",6202,351,5662,308,2868,366,2319,333,88,82,199,219,0,12,0,12,188,190,0,12,188,190,540,393,148,103,0,12,0,12,0,12,0,12,392,381,0,12,0,12,0,12
1400000US55079060101,55079060101,"Census Tract 601.01, Milwaukee County, Wisconsin",4022,224,3850,236,3020,260,427,75,8,11,286,161,0,9,6,12,103,77,6,12,97,77,172,109,167,107,0,9,0,9,0,9,0,9,0,9,5,10,5,10,0,9
1400000US55079060102,55079060102,"Census Tract 601.02, Milwaukee County, Wisconsin",3078,173,2914,183,2255,240,530,205,11,14,70,69,0,9,6,10,42,43,0,9,42,43,164,96,88,54,0,9,0,9,0,9,0,9,59,51,17,25,17,25,0,9
1400000US55079060200,55079060200,"Census Tract 602, Milwaukee County, Wisconsin",5768,271,5561,277,4453,312,893,218,15,26,115,103,0,12,0,12,85,71,0,12,85,71,207,159,146,139,0,12,0,12,0,12,0,12,0,12,61,71,38,60,23,36
1400000US55079070100,55079070100,"Census Tract 701, Milwaukee County, Wisconsin",4424,173,4291,185,3955,238,21,33,40,42,105,101,0,9,15,26,155,115,0,9,155,115,133,105,119,104,0,9,0,9,0,9,0,9,5,7,9,13,9,13,0,9
1400000US55079070200,55079070200,"Census Tract 702, Milwaukee County, Wisconsin",4915,147,4829,159,4428,266,135,193,0,9,187,105,5,8,0,9,74,72,0,9,74,72,86,66,79,65,0,9,0,9,7,12,0,9,0,9,0,9,0,9,0,9
1400000US55079070300,55079070300,"Census Tract 703, Milwaukee County, Wisconsin",4760,188,4503,223,3700,283,191,166,13,15,507,186,0,9,11,17,81,72,0,9,81,72,257,144,209,142,0,9,0,9,22,24,0,9,26,29,0,9,0,9,0,9
1400000US55079080100,55079080100,"Census Tract 801, Milwaukee County, Wisconsin",2703,169,2635,175,2311,217,112,82,0,9,125,87,0,9,9,15,78,67,0,9,78,67,68,48,49,40,0,9,0,9,7,13,0,9,12,20,0,9,0,9,0,9
1400000US55079080200,55079080200,"Census Tract 802, Milwaukee County, Wisconsin",3596,189,3514,183,3270,202,93,60,3,6,74,49,0,9,12,20,62,59,0,9,62,59,82,61,57,47,11,18,14,32,0,9,0,9,0,9,0,9,0,9,0,9
1400000US55079080300,55079080300,"Census Tract 803, Milwaukee County, Wisconsin",3828,201,3731,210,3473,212,68,57,0,9,135,93,0,9,0,9,55,44,0,9,55,44,97,83,88,83,0,9,0,9,0,9,0,9,0,9,9,13,0,9,9,13
1400000US55079080400,55079080400,"Census Tract 804, Milwaukee County, Wisconsin",3240,217,3028,215,2351,204,92,55,37,45,384,150,0,9,105,167,59,64,0,9,59,64,212,107,92,56,26,42,0,9,0,9,0,9,59,55,35,58,0,9,35,58
1400000US55079090100,55079090100,"Census Tract 901, Milwaukee County, Wisconsin",4388,253,4296,264,3662,210,461,171,79,81,88,87,0,9,0,9,6,12,0,9,6,12,92,67,72,64,10,16,0,9,0,9,0,9,10,15,0,9,0,9,0,9
1400000US55079090200,55079090200,"Census Tract 902, Milwaukee County, Wisconsin",1926,112,1881,122,1519,151,164,129,0,9,163,126,0,9,6,8,29,28,0,9,29,28,45,35,32,30,0,9,0,9,0,9,0,9,13,18,0,9,0,9,0,9
1400000US55079090300,55079090300,"Census Tract 903, Milwaukee County, Wisconsin",3230,204,2948,221,2291,189,249,109,0,9,253,127,0,9,0,9,155,111,76,92,79,64,282,193,182,186,19,28,16,22,0,9,0,9,33,36,32,50,32,50,0,9
1400000US55079090600,55079090600,"Census Tract 906, Milwaukee County, Wisconsin",4717,267,4492,283,3975,264,187,157,0,9,192,184,0,9,0,9,138,103,0,9,138,103,225,134,99,114,0,9,15,24,0,9,0,9,64,57,47,42,47,42,0,9
1400000US55079090700,55079090700,"Census Tract 907, Milwaukee County, Wisconsin",3278,172,3176,208,3098,215,0,9,0,9,53,44,0,9,0,9,25,30,0,9,25,30,102,98,54,71,0,9,0,9,0,9,0,9,23,29,25,41,25,41,0,9
1400000US55079090800,55079090800,"Census Tract 908, Milwaukee County, Wisconsin",2350,138,2350,138,2206,164,52,53,0,9,54,48,0,9,0,9,38,43,0,9,38,43,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
1400000US55079090900,55079090900,"Census Tract 909, Milwaukee County, Wisconsin",3914,264,3815,269,3308,326,237,128,0,9,108,89,0,9,0,9,162,99,0,9,162,99,99,66,69,55,0,9,14,24,0,9,0,9,0,9,16,25,16,25,0,9
1400000US55079091000,55079091000,"Census Tract 910, Milwaukee County, Wisconsin",4864,304,4623,322,3972,365,378,186,10,13,140,116,0,9,0,9,123,81,0,9,123,81,241,162,148,138,0,9,0,9,19,29,0,9,61,63,13,21,0,9,13,21
1400000US55079091100,55079091100,"Census Tract 911, Milwaukee County, Wisconsin",4367,192,4265,188,3940,210,175,133,0,9,54,49,0,9,9,17,87,64,0,9,87,64,102,82,93,80,9,15,0,9,0,9,0,9,0,9,0,9,0,9,0,9
1400000US55079091200,55079091200,"Census Tract 912, Milwaukee County, Wisconsin",4942,533,4736,581,3901,489,118,80,0,9,551,354,0,9,0,9,166,164,0,9,166,164,206,141,179,127,0,9,0,9,0,9,0,9,27,30,0,9,0,9,0,9
1400000US55079091300,55079091300,"Census Tract 913, Milwaukee County, Wisconsin",3713,227,3618,234,3451,265,5,7,0,9,131,71,0,9,31,35,0,9,0,9,0,9,95,75,54,47,0,9,0,9,0,9,0,9,41,64,0,9,0,9,0,9
1400000US55079091400,55079091400,"Census Tract 914, Milwaukee County, Wisconsin",2297,125,2213,145,1964,171,84,96,24,25,65,39,0,9,0,9,76,52,0,9,76,52,84,63,41,30,0,9,0,9,0,9,0,9,0,9,43,60,0,9,43,60
1400000US55079100100,55079100100,"Census Tract 1001, Milwaukee County, Wisconsin",3651,459,2851,312,2340,310,363,186,20,22,20,32,0,9,11,18,97,63,0,9,97,63,800,414,673,397,0,9,0,9,0,9,0,9,94,88,33,42,23,38,10,16
1400000US55079100200,55079100200,"Census Tract 1002, Milwaukee County, Wisconsin",4027,281,3384,258,2645,273,172,143,163,132,234,133,0,9,0,9,170,96,0,9,170,96,643,170,372,167,50,57,12,22,7,12,0,9,185,142,17,22,17,22,0,9
1400000US55079100300,55079100300,"Census Tract 1003, Milwaukee County, Wisconsin",2681,249,2221,245,2066,271,13,20,11,16,94,105,0,9,0,9,37,35,0,9,37,35,460,148,137,125,9,13,0,9,0,9,0,9,283,197,31,39,22,36,9,14
1400000US55079100400,55079100400,"Census Tract 1004, Milwaukee County, Wisconsin",2708,194,2254,238,2059,241,116,82,30,35,0,9,0,9,0,9,49,43,0,9,49,43,454,193,329,170,75,116,0,9,0,9,0,9,50,42,0,9,0,9,0,9
1400000US55079100500,55079100500,"Census Tract 1005, Milwaukee County, Wisconsin",3595,246,3113,269,2720,281,169,100,46,50,121,115,0,9,0,9,57,50,8,14,49,46,482,245,191,105,0,9,0,9,0,9,0,9,278,227,13,16,8,14,5,8
1400000US55079100600,55079100600,"Census Tract 1006, Milwaukee County, Wisconsin",2150,166,1898,190,1730,196,58,30,0,9,37,39,0,9,0,9,73,53,0,9,73,53,252,143,101,85,0,9,0,9,0,9,0,9,141,158,10,12,0,9,10,12
1400000US55079100700,55079100700,"Census Tract 1007, Milwaukee County, Wisconsin",3131,289,2675,302,2460,305,37,55,59,74,67,76,0,9,0,9,52,48,0,9,52,48,456,334,210,214,0,9,0,9,0,9,0,9,195,217,51,63,51,63,0,9
