GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Not Hispanic or Latino:,Margin of Error; Not Hispanic or Latino:,Estimate; Not Hispanic or Latino: - White alone,Margin of Error; Not Hispanic or Latino: - White alone,Estimate; Not Hispanic or Latino: - Black or African American alone,Margin of Error; Not Hispanic or Latino: - Black or African American alone,Estimate; Not Hispanic or Latino: - American Indian and Alaska Native alone,Margin of Error; Not Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Not Hispanic or Latino: - Asian alone,Margin of Error; Not Hispanic or Latino: - Asian alone,Estimate; Not Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Not Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Estimate; Not Hispanic or Latino: - Some other race alone,Margin of Error; Not Hispanic or Latino: - Some other race alone,Estimate; Not Hispanic or Latino: - Two or more races:,Margin of Error; Not Hispanic or Latino: - Two or more races:,Estimate; Not Hispanic or Latino: - Two or more races: - Two races including Some other race,Margin of Error; Not Hispanic or Latino: - Two or more races: - Two races including Some other race,"Estimate; Not Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Not Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races",Estimate; Hispanic or Latino:,Margin of Error; Hispanic or Latino:,Estimate; Hispanic or Latino: - White alone,Margin of Error; Hispanic or Latino: - White alone,Estimate; Hispanic or Latino: - Black or African American alone,Margin of Error; Hispanic or Latino: - Black or African American alone,Estimate; Hispanic or Latino: - American Indian and Alaska Native alone,Margin of Error; Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Hispanic or Latino: - Asian alone,Margin of Error; Hispanic or Latino: - Asian alone,Estimate; Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Estimate; Hispanic or Latino: - Some other race alone,Margin of Error; Hispanic or Latino: - Some other race alone,Estimate; Hispanic or Latino: - Two or more races:,Margin of Error; Hispanic or Latino: - Two or more races:,Estimate; Hispanic or Latino: - Two or more races: - Two races including Some other race,Margin of Error; Hispanic or Latino: - Two or more races: - Two races including Some other race,"Estimate; Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races"
1400000US55079002400,55079002400,"Census Tract 24, Milwaukee County, Wisconsin",2480,354,2424,380,90,61,2089,385,2,4,198,253,0,9,0,9,45,68,0,9,45,68,56,87,56,87,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
1400000US55079002500,55079002500,"Census Tract 25, Milwaukee County, Wisconsin",2227,236,2090,271,134,68,1805,260,13,19,29,47,0,9,0,9,109,78,0,9,109,78,137,123,63,63,5,8,0,9,0,9,0,9,69,97,0,9,0,9,0,9
1400000US55079002600,55079002600,"Census Tract 26, Milwaukee County, Wisconsin",2867,326,2809,310,82,70,2706,313,0,9,0,9,0,9,0,9,21,26,0,9,21,26,58,88,1,3,0,9,0,9,0,9,0,9,0,9,57,87,0,9,57,87
1400000US55079002700,55079002700,"Census Tract 27, Milwaukee County, Wisconsin",2153,474,2153,474,125,84,2004,488,9,11,0,9,0,9,5,7,10,12,0,9,10,12,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
1400000US55079002800,55079002800,"Census Tract 28, Milwaukee County, Wisconsin",2294,374,2196,398,265,181,1869,307,0,9,34,51,0,9,0,9,28,27,7,11,21,25,98,62,53,67,0,9,0,9,0,9,0,9,3,8,42,49,17,26,25,40
1400000US55079002900,55079002900,"Census Tract 29, Milwaukee County, Wisconsin",2253,321,2011,323,249,109,1507,295,21,16,137,115,0,9,0,9,97,117,0,9,97,117,242,162,72,99,8,14,0,9,0,9,0,9,93,100,69,107,69,107,0,9
1400000US55079003000,55079003000,"Census Tract 30, Milwaukee County, Wisconsin",4298,566,4037,600,464,171,3115,496,1,2,375,377,0,9,0,9,82,77,0,9,82,77,261,253,34,42,10,17,0,9,0,9,0,9,110,183,107,168,0,9,107,168
1400000US55079003100,55079003100,"Census Tract 31, Milwaukee County, Wisconsin",4141,378,3957,378,335,132,2979,400,17,20,428,160,0,9,0,9,198,188,0,9,198,188,184,97,34,54,0,9,0,9,0,9,0,9,54,68,96,67,77,52,19,29
1400000US55079003200,55079003200,"Census Tract 32, Milwaukee County, Wisconsin",2810,244,2763,245,290,78,1840,223,13,19,554,166,0,9,21,24,45,41,10,15,35,38,47,42,23,22,0,9,0,9,0,9,0,9,20,32,4,14,4,14,0,9
1400000US55079003300,55079003300,"Census Tract 33, Milwaukee County, Wisconsin",5200,449,4894,456,930,138,3280,435,0,12,551,212,8,12,24,36,101,70,0,12,101,70,306,159,154,133,11,16,0,12,0,12,0,12,92,81,49,46,0,12,49,46
1400000US55079003400,55079003400,"Census Tract 34, Milwaukee County, Wisconsin",6164,509,5871,576,1989,264,3401,526,38,61,282,70,0,12,0,12,161,149,0,12,161,149,293,232,1,2,49,66,0,12,0,12,0,12,159,157,84,79,84,79,0,12
1400000US55079003500,55079003500,"Census Tract 35, Milwaukee County, Wisconsin",3614,371,3546,376,362,155,2883,385,3,6,210,122,10,18,12,20,66,55,0,9,66,55,68,49,27,28,0,9,8,12,0,9,0,9,33,41,0,9,0,9,0,9
1400000US55079003600,55079003600,"Census Tract 36, Milwaukee County, Wisconsin",2301,260,2179,255,167,58,1960,254,6,12,13,23,0,9,0,9,33,29,5,8,28,29,122,81,47,37,47,66,0,9,0,9,0,9,28,27,0,9,0,9,0,9
1400000US55079003700,55079003700,"Census Tract 37, Milwaukee County, Wisconsin",2202,201,2160,202,279,88,1665,164,4,6,37,35,0,9,0,9,175,133,0,9,175,133,42,61,32,59,10,14,0,9,0,9,0,9,0,9,0,9,0,9,0,9
1400000US55079003800,55079003800,"Census Tract 38, Milwaukee County, Wisconsin",2284,234,2111,253,159,84,1918,255,4,7,0,9,0,9,13,20,17,20,0,9,17,20,173,194,0,9,0,9,0,9,7,13,0,9,166,194,0,9,0,9,0,9
1400000US55079003900,55079003900,"Census Tract 39, Milwaukee County, Wisconsin",2703,365,2566,329,83,62,2413,291,9,16,0,9,0,9,0,9,61,87,0,9,61,87,137,119,0,9,35,34,0,9,0,9,0,9,26,40,76,82,0,9,76,82
1400000US55079004000,55079004000,"Census Tract 40, Milwaukee County, Wisconsin",2623,323,2595,327,194,114,2245,287,0,9,87,138,0,9,0,9,69,57,0,9,69,57,28,31,2,4,0,9,0,9,0,9,0,9,9,15,17,29,17,29,0,9
1400000US55079004100,55079004100,"Census Tract 41, Milwaukee County, Wisconsin",2641,282,2571,293,142,68,2237,308,0,9,0,9,0,9,0,9,192,221,0,9,192,221,70,70,0,9,0,9,0,9,0,9,0,9,40,54,30,45,10,16,20,29
1400000US55079004200,55079004200,"Census Tract 42, Milwaukee County, Wisconsin",3746,404,3727,403,56,36,3584,413,0,9,0,9,0,9,6,9,81,75,18,30,63,68,19,22,7,11,0,9,0,9,0,9,0,9,12,18,0,9,0,9,0,9
1400000US55079004300,55079004300,"Census Tract 43, Milwaukee County, Wisconsin",4620,612,4560,620,203,178,4286,648,1,2,0,9,0,9,0,9,70,83,0,9,70,83,60,59,32,49,0,9,0,9,0,9,0,9,28,42,0,9,0,9,0,9
1400000US55079004400,55079004400,"Census Tract 44, Milwaukee County, Wisconsin",3655,336,3413,325,817,160,2361,342,8,12,104,71,0,9,0,9,123,88,0,9,123,88,242,283,196,284,0,9,0,9,0,9,0,9,39,45,7,13,7,13,0,9
1400000US55079004500,55079004500,"Census Tract 45, Milwaukee County, Wisconsin",2209,399,1981,378,47,39,1915,378,0,9,19,24,0,9,0,9,0,9,0,9,0,9,228,161,0,9,48,40,0,9,0,9,0,9,120,161,60,82,5,7,55,82
1400000US55079004600,55079004600,"Census Tract 46, Milwaukee County, Wisconsin",2660,406,2644,406,71,60,2564,393,0,9,9,14,0,9,0,9,0,9,0,9,0,9,16,19,0,9,0,9,0,9,0,9,0,9,0,9,16,19,9,15,7,12
1400000US55079004700,55079004700,"Census Tract 47, Milwaukee County, Wisconsin",4098,471,4065,482,33,29,3992,482,0,9,0,9,6,9,0,9,34,33,0,9,34,33,33,53,0,9,33,53,0,9,0,9,0,9,0,9,0,9,0,9,0,9
1400000US55079004800,55079004800,"Census Tract 48, Milwaukee County, Wisconsin",4014,379,3938,363,217,121,3592,346,0,9,17,27,0,9,13,21,99,88,0,9,99,88,76,116,75,116,0,9,0,9,0,9,0,9,1,3,0,9,0,9,0,9
1400000US55079004900,55079004900,"Census Tract 49, Milwaukee County, Wisconsin",4396,449,4154,414,851,233,3002,465,0,9,1,2,0,9,0,9,300,201,0,9,300,201,242,172,67,74,35,41,0,9,0,9,0,9,46,46,94,127,94,127,0,9
1400000US55079005000,55079005000,"Census Tract 50, Milwaukee County, Wisconsin",5256,407,5041,418,1152,238,3573,369,0,12,219,194,0,12,0,12,97,62,0,12,97,62,215,168,50,77,0,12,0,12,0,12,0,12,78,71,87,89,41,66,46,59
1400000US55079005100,55079005100,"Census Tract 51, Milwaukee County, Wisconsin",3491,348,3401,327,453,168,2767,330,0,9,100,148,0,9,0,9,81,90,0,9,81,90,90,76,0,9,21,31,0,9,0,9,0,9,30,38,39,55,0,9,39,55
1400000US55079005200,55079005200,"Census Tract 52, Milwaukee County, Wisconsin",1584,231,1496,222,835,191,549,127,0,9,65,72,0,9,20,30,27,37,0,9,27,37,88,76,84,75,4,7,0,9,0,9,0,9,0,9,0,9,0,9,0,9
1400000US55079005300,55079005300,"Census Tract 53, Milwaukee County, Wisconsin",2050,218,1960,218,1120,161,659,237,0,9,13,19,0,9,0,9,168,80,0,9,168,80,90,87,7,10,41,76,0,9,0,9,0,9,16,20,26,31,26,31,0,9
1400000US55079005400,55079005400,"Census Tract 54, Milwaukee County, Wisconsin",3701,250,3517,247,2594,336,562,188,0,9,265,156,0,9,0,9,96,68,0,9,96,68,184,120,87,75,26,36,14,21,0,9,0,9,15,36,42,45,0,9,42,45
1400000US55079005500,55079005500,"Census Tract 55, Milwaukee County, Wisconsin",3207,255,2869,232,2282,234,403,123,16,24,72,66,0,9,0,9,96,65,9,13,87,63,338,230,273,225,28,45,0,9,0,9,0,9,14,22,23,36,0,9,23,36
1400000US55079005600,55079005600,"Census Tract 56, Milwaukee County, Wisconsin",2273,110,2134,135,1800,151,111,53,9,11,66,31,0,9,22,34,126,66,0,9,126,66,139,82,65,52,0,9,8,12,9,12,0,9,57,62,0,9,0,9,0,9
1400000US55079005700,55079005700,"Census Tract 57, Milwaukee County, Wisconsin",2610,156,2572,160,2061,171,498,107,3,7,0,9,0,9,0,9,10,13,0,9,10,13,38,31,23,26,0,9,0,9,0,9,0,9,15,17,0,9,0,9,0,9
1400000US55079005800,55079005800,"Census Tract 58, Milwaukee County, Wisconsin",3530,260,3467,261,2224,176,1024,244,14,23,16,23,0,9,0,9,189,132,0,9,189,132,63,42,37,35,0,9,0,9,0,9,0,9,26,25,0,9,0,9,0,9
1400000US55079005900,55079005900,"Census Tract 59, Milwaukee County, Wisconsin",3563,340,3152,353,690,204,2253,317,17,21,93,103,0,9,0,9,99,74,0,9,99,74,411,206,217,171,26,29,0,9,0,9,0,9,132,127,36,51,36,51,0,9
1400000US55079006000,55079006000,"Census Tract 60, Milwaukee County, Wisconsin",2543,276,2399,249,115,51,2257,262,6,9,6,9,0,9,0,9,15,17,0,9,15,17,144,114,1,2,0,9,0,9,0,9,0,9,89,89,54,74,54,74,0,9
1400000US55079006100,55079006100,"Census Tract 61, Milwaukee County, Wisconsin",2276,352,2241,348,205,73,1969,366,8,9,30,49,0,9,0,9,29,26,0,9,29,26,35,35,30,34,5,8,0,9,0,9,0,9,0,9,0,9,0,9,0,9
1400000US55079006200,55079006200,"Census Tract 62, Milwaukee County, Wisconsin",2624,251,2599,253,90,49,2471,256,24,37,0,9,0,9,5,8,9,13,0,9,9,13,25,24,14,17,0,9,0,9,0,9,0,9,11,16,0,9,0,9,0,9
1400000US55079006300,55079006300,"Census Tract 63, Milwaukee County, Wisconsin",2320,304,2259,300,37,25,2148,321,0,9,0,9,0,9,0,9,74,78,0,9,74,78,61,37,4,6,28,29,0,9,0,9,0,9,9,14,20,22,10,16,10,15
1400000US55079006400,55079006400,"Census Tract 64, Milwaukee County, Wisconsin",1941,370,1924,362,14,18,1905,366,1,2,0,9,0,9,0,9,4,7,0,9,4,7,17,23,2,4,0,9,0,9,0,9,0,9,0,9,15,23,15,23,0,9
1400000US55079006500,55079006500,"Census Tract 65, Milwaukee County, Wisconsin",2109,245,2085,245,47,37,1956,250,12,13,65,77,0,9,0,9,5,7,0,9,5,7,24,22,7,11,0,9,6,10,0,9,0,9,0,9,11,17,11,17,0,9
1400000US55079006600,55079006600,"Census Tract 66, Milwaukee County, Wisconsin",2546,439,2417,393,31,35,2373,395,0,9,0,9,0,9,0,9,13,19,0,9,13,19,129,170,129,170,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
1400000US55079006700,55079006700,"Census Tract 67, Milwaukee County, Wisconsin",1200,259,1177,257,34,35,1057,276,0,9,43,65,0,9,0,9,43,46,0,9,43,46,23,29,4,6,0,9,0,9,0,9,0,9,19,28,0,9,0,9,0,9
1400000US55079006800,55079006800,"Census Tract 68, Milwaukee County, Wisconsin",2386,273,2335,274,74,57,2240,261,19,30,0,9,0,9,0,9,2,4,0,9,2,4,51,48,1,4,41,47,0,9,0,9,0,9,8,11,1,5,1,5,0,9
1400000US55079006900,55079006900,"Census Tract 69, Milwaukee County, Wisconsin",3046,329,2633,344,91,53,2489,353,0,9,0,9,0,9,6,8,47,27,0,9,47,27,413,190,289,160,8,9,0,9,0,9,0,9,54,63,62,84,52,84,10,14
1400000US55079007000,55079007000,"Census Tract 70, Milwaukee County, Wisconsin",2811,327,2589,314,176,85,2244,340,12,19,38,65,0,9,0,9,119,96,38,64,81,78,222,133,184,118,38,51,0,9,0,9,0,9,0,9,0,9,0,9,0,9
1400000US55079007100,55079007100,"Census Tract 71, Milwaukee County, Wisconsin",2001,208,1885,193,1404,148,257,152,0,9,72,55,0,9,7,11,145,63,5,7,140,62,116,75,59,37,45,67,0,9,0,9,0,9,7,9,5,7,0,9,5,7
1400000US55079007200,55079007200,"Census Tract 72, Milwaukee County, Wisconsin",2895,234,2574,273,1908,259,436,96,20,23,0,9,0,9,0,9,210,137,0,9,210,137,321,140,147,96,17,21,8,12,9,15,0,9,126,128,14,16,14,16,0,9
1400000US55079007300,55079007300,"Census Tract 73, Milwaukee County, Wisconsin",2789,277,2767,275,2074,272,515,360,27,45,32,30,0,9,0,9,119,78,0,9,119,78,22,26,11,17,11,18,0,9,0,9,0,9,0,9,0,9,0,9,0,9
1400000US55079007400,55079007400,"Census Tract 74, Milwaukee County, Wisconsin",4055,234,3837,235,3138,227,338,116,31,27,102,58,0,9,9,19,219,128,0,9,219,128,218,79,147,69,0,9,0,9,0,9,0,9,44,34,27,26,9,18,18,18
1400000US55079007500,55079007500,"Census Tract 75, Milwaukee County, Wisconsin",2522,241,2399,236,2199,233,75,61,0,9,79,59,0,9,0,9,46,39,0,9,46,39,123,80,49,37,0,9,0,9,0,9,0,9,74,78,0,9,0,9,0,9
1400000US55079007600,55079007600,"Census Tract 76, Milwaukee County, Wisconsin",3554,303,3415,300,3002,294,166,104,0,9,133,70,0,9,9,16,105,82,0,9,105,82,139,90,105,80,0,9,9,15,0,9,0,9,25,40,0,9,0,9,0,9
1400000US55079007700,55079007700,"Census Tract 77, Milwaukee County, Wisconsin",3396,367,3165,358,2845,366,64,52,14,22,100,77,0,9,0,9,142,120,0,9,142,120,231,107,183,95,32,37,0,9,0,9,0,9,16,22,0,9,0,9,0,9
1400000US55079007800,55079007800,"Census Tract 78, Milwaukee County, Wisconsin",3608,277,3289,261,2645,230,176,130,8,12,278,168,0,9,0,9,182,97,0,9,182,97,319,163,162,82,4,7,0,9,0,9,0,9,144,140,9,13,9,13,0,9
1400000US55079007900,55079007900,"Census Tract 79, Milwaukee County, Wisconsin",2223,209,2009,201,1586,190,254,103,0,9,40,20,0,9,20,32,109,63,0,9,109,63,214,102,148,73,0,9,0,9,0,9,0,9,19,24,47,44,6,13,41,35
1400000US55079008000,55079008000,"Census Tract 80, Milwaukee County, Wisconsin",1964,260,1893,262,1076,152,645,268,0,9,21,23,0,9,0,9,151,70,0,9,151,70,71,35,38,22,8,13,4,7,4,6,0,9,12,13,5,8,5,8,0,9
1400000US55079008100,55079008100,"Census Tract 81, Milwaukee County, Wisconsin",1279,179,1053,202,220,94,763,161,18,27,0,9,0,9,0,9,52,63,7,10,45,61,226,121,162,116,29,44,0,9,0,9,0,9,35,37,0,9,0,9,0,9
1400000US55079008400,55079008400,"Census Tract 84, Milwaukee County, Wisconsin",1151,182,1139,186,0,9,1095,195,0,9,29,43,0,9,0,9,15,13,0,9,15,13,12,22,0,9,0,9,0,9,0,9,0,9,12,22,0,9,0,9,0,9
1400000US55079008500,55079008500,"Census Tract 85, Milwaukee County, Wisconsin",1162,225,1139,230,15,12,1117,232,0,9,0,9,0,9,0,9,7,10,0,9,7,10,23,22,10,14,4,7,9,14,0,9,0,9,0,9,0,9,0,9,0,9
1400000US55079008600,55079008600,"Census Tract 86, Milwaukee County, Wisconsin",1004,138,1004,138,21,25,972,139,10,19,0,9,0,9,0,9,1,5,0,9,1,5,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
1400000US55079008700,55079008700,"Census Tract 87, Milwaukee County, Wisconsin",1304,209,1215,184,13,15,1202,186,0,9,0,9,0,9,0,9,0,9,0,9,0,9,89,136,0,9,89,136,0,9,0,9,0,9,0,9,0,9,0,9,0,9
1400000US55079008800,55079008800,"Census Tract 88, Milwaukee County, Wisconsin",1643,269,1635,268,8,11,1588,271,8,15,0,9,0,9,4,6,27,21,0,9,27,21,8,9,4,7,4,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9
1400000US55079008900,55079008900,"Census Tract 89, Milwaukee County, Wisconsin",1058,239,1003,236,109,65,862,230,0,9,28,88,0,9,0,9,4,7,0,9,4,7,55,58,55,58,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
1400000US55079009000,55079009000,"Census Tract 90, Milwaukee County, Wisconsin",2586,362,2585,362,101,90,2144,346,2,3,338,373,0,9,0,9,0,9,0,9,0,9,1,2,0,9,0,9,0,9,0,9,0,9,1,2,0,9,0,9,0,9
1400000US55079009100,55079009100,"Census Tract 91, Milwaukee County, Wisconsin",2239,364,2169,355,162,76,1756,273,0,9,140,166,0,9,0,9,111,100,0,9,111,100,70,85,0,9,0,9,0,9,0,9,0,9,70,85,0,9,0,9,0,9
1400000US55079009200,55079009200,"Census Tract 92, Milwaukee County, Wisconsin",1865,213,1676,204,414,97,1157,181,10,12,5,8,0,9,0,9,90,76,0,9,90,76,189,137,7,8,0,9,0,9,0,9,0,9,78,95,104,85,35,39,69,81
1400000US55079009300,55079009300,"Census Tract 93, Milwaukee County, Wisconsin",2609,197,2459,209,1267,125,1011,194,0,9,0,9,0,9,15,21,166,94,0,9,166,94,150,92,95,73,0,9,0,9,0,9,0,9,55,67,0,9,0,9,0,9
1400000US55079009400,55079009400,"Census Tract 94, Milwaukee County, Wisconsin",2574,212,2429,248,2030,284,245,140,26,37,0,9,0,9,0,9,128,97,0,9,128,97,145,112,133,109,0,9,0,9,0,9,0,9,12,18,0,9,0,9,0,9
1400000US55079009500,55079009500,"Census Tract 95, Milwaukee County, Wisconsin",2149,152,1973,158,1463,135,420,64,0,9,19,21,0,9,0,9,71,45,0,9,71,45,176,95,125,77,0,9,0,9,3,5,0,9,48,40,0,9,0,9,0,9
1400000US55079009600,55079009600,"Census Tract 96, Milwaukee County, Wisconsin",2039,320,1681,313,127,79,1342,278,29,39,60,81,0,9,0,9,123,129,0,9,123,129,358,222,222,195,0,9,0,9,0,9,0,9,83,84,53,83,0,9,53,83
1400000US55079009700,55079009700,"Census Tract 97, Milwaukee County, Wisconsin",1661,305,1584,320,91,59,988,292,0,9,467,227,0,9,0,9,38,53,0,9,38,53,77,68,41,34,0,9,0,9,0,9,0,9,0,9,36,53,0,9,36,53
1400000US55079009800,55079009800,"Census Tract 98, Milwaukee County, Wisconsin",1532,165,1515,160,31,26,1230,181,4,7,133,87,0,9,0,9,117,133,0,9,117,133,17,26,0,9,17,26,0,9,0,9,0,9,0,9,0,9,0,9,0,9
1400000US55079009900,55079009900,"Census Tract 99, Milwaukee County, Wisconsin",1175,161,1142,160,20,18,1110,167,0,9,0,9,0,9,0,9,12,14,0,9,12,14,33,32,2,5,25,30,0,9,0,9,0,9,0,9,6,9,6,9,0,9
1400000US55079010600,55079010600,"Census Tract 106, Milwaukee County, Wisconsin",1314,201,1036,237,352,113,563,232,0,9,55,68,0,9,0,9,66,61,0,9,66,61,278,133,123,86,0,9,0,9,0,9,0,9,149,107,6,8,6,8,0,9
1400000US55079010700,55079010700,"Census Tract 107, Milwaukee County, Wisconsin",2505,270,2094,246,1659,227,378,198,0,9,35,47,0,9,0,9,22,22,0,9,22,22,411,179,158,114,0,9,48,79,0,9,0,9,95,122,110,78,80,73,30,32
1400000US55079010800,55079010800,"Census Tract 108, Milwaukee County, Wisconsin",2598,281,2483,269,2080,217,231,161,0,9,81,55,9,12,7,16,75,39,8,14,67,37,115,88,100,87,0,9,0,9,0,9,0,9,15,17,0,9,0,9,0,9
1400000US55079011000,55079011000,"Census Tract 110, Milwaukee County, Wisconsin",2763,257,2722,263,2202,308,343,137,32,52,121,91,0,9,0,9,24,28,0,9,24,28,41,39,41,39,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
1400000US55079011100,55079011100,"Census Tract 111, Milwaukee County, Wisconsin",1547,124,1503,123,1295,135,78,44,0,9,71,55,0,9,5,8,54,28,0,9,54,28,44,22,34,22,0,9,0,9,0,9,0,9,10,11,0,9,0,9,0,9
1400000US55079011200,55079011200,"Census Tract 112, Milwaukee County, Wisconsin",2298,190,2124,216,1724,218,295,137,0,9,43,49,0,9,0,9,62,51,0,9,62,51,174,108,134,99,0,9,0,9,0,9,0,9,40,44,0,9,0,9,0,9
1400000US55079011300,55079011300,"Census Tract 113, Milwaukee County, Wisconsin",2052,221,1954,216,1647,208,203,86,0,9,63,48,0,9,0,9,41,36,0,9,41,36,98,44,56,32,0,9,0,9,0,9,0,9,42,33,0,9,0,9,0,9
1400000US55079011400,55079011400,"Census Tract 114, Milwaukee County, Wisconsin",1446,114,1381,108,1107,135,254,111,0,9,9,10,0,9,0,9,11,14,0,9,11,14,65,46,43,39,0,9,0,9,0,9,0,9,22,27,0,9,0,9,0,9
1400000US55079012200,55079012200,"Census Tract 122, Milwaukee County, Wisconsin",2082,292,1982,292,201,81,898,232,0,9,680,231,0,9,19,24,184,162,0,9,184,162,100,65,48,47,5,7,0,9,4,7,0,9,9,12,34,37,10,15,24,35
1400000US55079012300,55079012300,"Census Tract 123, Milwaukee County, Wisconsin",1031,180,888,186,113,51,757,175,0,9,12,17,0,9,0,9,6,9,0,9,6,9,143,121,122,119,2,5,0,9,0,9,0,9,19,23,0,9,0,9,0,9
1400000US55079012400,55079012400,"Census Tract 124, Milwaukee County, Wisconsin",2661,303,2569,321,1196,194,762,202,33,39,420,256,0,9,0,9,158,131,6,11,152,130,92,64,54,42,6,11,0,9,0,9,0,9,22,33,10,15,10,15,0,9
1400000US55079012500,55079012500,"Census Tract 125, Milwaukee County, Wisconsin",2141,155,2044,169,1770,192,198,93,0,9,21,24,0,9,0,9,55,36,0,9,55,36,97,74,51,29,0,9,0,9,0,9,0,9,0,9,46,53,16,24,30,47
1400000US55079012600,55079012600,"Census Tract 126, Milwaukee County, Wisconsin",2432,235,2278,244,2116,279,106,107,0,9,39,39,0,9,0,9,17,21,0,9,17,21,154,95,92,80,0,9,0,9,0,9,0,9,15,18,47,52,35,49,12,14
1400000US55079012700,55079012700,"Census Tract 127, Milwaukee County, Wisconsin",1252,140,1029,151,980,143,26,29,0,9,0,9,3,5,3,5,17,17,0,9,17,17,223,138,190,136,19,23,0,9,0,9,0,9,0,9,14,21,0,9,14,21
1400000US55079012800,55079012800,"Census Tract 128, Milwaukee County, Wisconsin",3091,220,2757,240,2383,236,194,120,5,9,128,81,0,9,18,31,29,21,0,9,29,21,334,127,179,95,0,9,0,9,0,9,0,9,108,86,47,43,44,42,3,6
1400000US55079012900,55079012900,"Census Tract 129, Milwaukee County, Wisconsin",3231,341,2597,318,2104,293,338,189,5,9,0,9,0,9,0,9,150,101,0,9,150,101,634,359,465,359,33,53,17,25,0,9,0,9,65,71,54,46,21,33,33,32
1400000US55079013000,55079013000,"Census Tract 130, Milwaukee County, Wisconsin",1938,188,1429,175,1142,124,129,66,83,80,17,19,0,9,0,9,58,36,0,9,58,36,509,199,410,196,0,9,0,9,0,9,0,9,40,65,59,47,42,44,17,18
1400000US55079013300,55079013300,"Census Tract 133, Milwaukee County, Wisconsin",1012,133,885,157,330,76,381,169,0,9,130,82,0,9,0,9,44,41,0,9,44,41,127,92,73,66,0,9,0,9,0,9,0,9,54,63,0,9,0,9,0,9
1400000US55079013400,55079013400,"Census Tract 134, Milwaukee County, Wisconsin",2234,384,1878,389,406,286,1114,314,1,2,105,104,0,9,0,9,252,220,0,9,252,220,356,211,113,74,0,9,0,9,0,9,0,9,214,194,29,59,29,59,0,9
1400000US55079013500,55079013500,"Census Tract 135, Milwaukee County, Wisconsin",2082,386,1798,383,402,179,1320,339,0,9,12,27,0,9,0,9,64,61,0,9,64,61,284,207,167,160,0,9,0,9,0,9,0,9,117,131,0,9,0,9,0,9
1400000US55079013600,55079013600,"Census Tract 136, Milwaukee County, Wisconsin",2238,303,1869,296,287,121,1537,262,8,11,1,3,0,9,17,30,19,35,0,9,19,35,369,241,110,89,11,14,0,9,0,9,0,9,20,30,228,265,0,9,228,265
1400000US55079013700,55079013700,"Census Tract 137, Milwaukee County, Wisconsin",1506,152,1446,161,222,76,1054,183,0,9,135,103,0,9,8,13,27,39,0,9,27,39,60,47,37,41,0,9,0,9,0,9,0,9,17,22,6,11,6,11,0,9
1400000US55079014100,55079014100,"Census Tract 141, Milwaukee County, Wisconsin",1562,190,1462,194,239,92,1214,221,4,5,0,9,0,9,0,9,5,8,0,9,5,8,100,66,92,63,0,9,0,9,0,9,0,9,8,13,0,9,0,9,0,9
1400000US55079014300,55079014300,"Census Tract 143, Milwaukee County, Wisconsin",2432,170,2294,181,1892,188,155,104,14,21,224,95,0,9,0,9,9,14,0,9,9,14,138,81,79,59,0,9,0,9,0,9,0,9,59,57,0,9,0,9,0,9
1400000US55079014400,55079014400,"Census Tract 144, Milwaukee County, Wisconsin",2960,259,2730,249,2168,218,113,91,0,9,403,147,0,9,0,9,46,39,8,16,38,36,230,74,153,37,0,9,0,9,0,9,0,9,68,55,9,15,9,15,0,9
